RunDate, PropmtUsed, Output, Durations,  DesignURL, MediaSelected, MediaIDs
2023-10-23-3:49:0,Highlight reel of our Thailand holiday,"CHECK OUT MY NEW GUITAR 🎸,I love this color 💙,It's so pretty 😍,I can't wait to play it 🎶,I'm so excited 😁,I'm going to have so much fun with this 🎸,I'm going to travel the world with this guitar 🌎,I'm going to play my guitar on the beach 🏖️","3.5s,4.2s,4.2s,4.2s,4.2s,4.2s,2.1s,2.1s",https://www.canva.com/design/DAFyC8gKZg8/BpisAs-tMmB-w6R-1pHB-g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"10,2,13,3,1,8,11,14","MAFwSXvFG8o,VAFwSl6GZgg/v/8b104d3b36.jpg,MAFwSVNFcRk,MAFwSbaXHrk,VAFwSpO6j88/v/c013851634.jpg,MAFwSZ2phx4,MAFwSejU_J4,MAFwSXKt9Tc"
2023-10-23-3:49:34,Event highlights of the Fit Factory gym grand opening,"CHECK OUT THIS GUITAR 🎸,It's so beautiful 😍,I can't wait to play it 🎶,I'm so excited to start learning 🎸","4.3s,3.6s,3.6s,3.7s",https://www.canva.com/design/DAFyC3v3oPg/mHIolmfsSKxctIzvf5r6pw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"7,15,6,12","MAFwSdWwEpI,MAFwSRvID9o,MAFwSXH_r_g,MAFwSa7SwrE"
2023-10-23-3:49:35,How to bake the perfect chocolate cake,"How to bake the perfect chocolate cake,This is the perfect recipe for a rich and decadent chocolate cake 🍫,It's easy to follow and will make you look like a pro 👩‍🍳,So what are you waiting for? Get baking! 🍰,And enjoy every delicious bite 😋,Happy baking!","4.5s,4.0s,4.0s,4.0s,2.0s,4.0s",https://www.canva.com/design/DAFyC1yYmZk/rqwah84JyhD6czEfju2uNw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"5,9,13,12,2,1","MAFwSd0KKog,MAFwSbtzp2M,MAFwSVNFcRk,MAFwSa7SwrE,VAFwSl6GZgg/v/8b104d3b36.jpg,VAFwSpO6j88/v/c013851634.jpg"
2023-10-23-3:49:38,The unique puppies we get at Barktown pet daycare,"WE GET ALL KINDS OF UNIQUE PUPPIES AT BARKTOWN 🐶,FROM BIG TO SMALL, WE LOVE THEM ALL 🥰,AND WE'LL TAKE CARE OF THEM WHILE YOU'RE AWAY 🦴,SO COME ON DOWN AND MEET OUR FURRY FRIENDS TODAY!","3.4s,4.0s,4.0s,2.5s",https://www.canva.com/design/DAFyC2BCgSo/wPzak880IpLTjqyJdR8q3A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"3,16,15,2","MAFwSbaXHrk,MAFwSdhAOQU,MAFwSRvID9o,VAFwSl6GZgg/v/8b104d3b36.jpg"
2023-10-23-3:49:49,Highlight reel of our Thailand holiday,"HERE'S A SNEAK PEEK OF OUR THAILAND HOLIDAY 🇹🇭,WE SPENT OUR DAYS RELAXING ON THE BEACH 🏖️,AND OUR NIGHTS DANCING THE NIGHT AWAY 💃,IT WAS THE PERFECT VACATION 😍,WE CAN'T WAIT TO GO BACK SOON ✈️,UNTIL THEN, WE'LL BE DREAMING OF OUR TIME IN THAILAND 🇹🇭","2.7s,3.0s,4.8s,4.8s,4.8s,4.8s",https://www.canva.com/design/DAFyC_orQVM/DELhzPaIhuEYzIk3NFEDaA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"0,5,9,13,6,11","VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSd0KKog,MAFwSbtzp2M,MAFwSVNFcRk,MAFwSXH_r_g,MAFwSejU_J4"
2023-10-23-3:49:50,Promotional video for Urban Roast coffee shop,"Welcome to Urban Roast, where the coffee is as good as the view 🌎,We're located right on the beach, so you can enjoy your coffee with a side of ocean breeze 🏖️,And our coffee is just as good as our view ☕️,We use only the finest beans, roasted in-house daily 🥃,Our baristas are experts in their craft, and they're passionate about coffee 👨‍🍳,We're also a great place to hang out and relax 🛋️,So come on down and experience the Urban Roast difference 😎,We're sure you'll love it 😉,See you soon! 👋,S","2.7s,2.4s,3.0s,4.8s,4.8s,2.4s,4.8s,4.8s,4.8s,4.8s",https://www.canva.com/design/DAFyC53ImeU/oa1M95OIe9n2LYHOZDtslg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"2,9,13,0,1,11,5,8,16,15","VAFwSl6GZgg/v/8b104d3b36.jpg,MAFwSbtzp2M,MAFwSVNFcRk,VAFwSrSLsgo/v/e0c36ea2a0.jpg,VAFwSpO6j88/v/c013851634.jpg,MAFwSejU_J4,MAFwSd0KKog,MAFwSZ2phx4,MAFwSdhAOQU,MAFwSRvID9o"
2023-10-23-3:50:10,How to bake the perfect chocolate cake,"HOW TO BAKE THE PERFECT CHOCOLATE CAKE,STEP 1: GATHER YOUR INGREDIENTS,STEP 2: MIX THE DRY INGREDIENTS,STEP 3: BAKE THE CAKE","4.3s,5.3s,5.2s,2.6s",https://www.canva.com/design/DAFyC-vUXvs/kncG6N5oWUUNs47j1FKlCA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"4,9,6,13","MAFwSUUy_ww,MAFwSbtzp2M,MAFwSXH_r_g,MAFwSVNFcRk"
2023-10-23-3:50:24,Promotional video for Urban Roast coffee shop,"Are you looking for a great place to grab a cup of coffee?,Look no further than Urban Roast!,We have a wide variety of coffee drinks to choose from,,as well as delicious pastries and sandwiches.,And our staff is friendly and welcoming,,so you're sure to have a great experience.,Come on down to Urban Roast today!,You won't be disappointed.","2.6s,3.6s,3.6s,3.6s,3.6s,3.6s,3.5s,4.8s",https://www.canva.com/design/DAFyC7W0dj4/OiQsXktZbeT0U9sSRsr8hQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"1,8,9,10,12,11,16,15","VAFwSpO6j88/v/c013851634.jpg,MAFwSZ2phx4,MAFwSbtzp2M,MAFwSXvFG8o,MAFwSa7SwrE,MAFwSejU_J4,MAFwSdhAOQU,MAFwSRvID9o"
2023-10-23-3:50:25,Highlight reel of our Thailand holiday,"Our Thailand holiday was out of this world 🌎,We spent our days relaxing on the beach 🏖️,And our nights jamming out on the guitar 🎸,We had so much fun exploring the country 🇹🇭,We'll never forget our time in Thailand 🇹🇭,Thanks for watching! 🤘","2.4s,2.1s,5.0s,2.8s,2.8s,2.8s",https://www.canva.com/design/DAFyC9MeNXg/I64vF_09jXMLwdqQx-c3tQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"1,5,4,16,2,6","VAFwSpO6j88/v/c013851634.jpg,MAFwSd0KKog,MAFwSUUy_ww,MAFwSdhAOQU,VAFwSl6GZgg/v/8b104d3b36.jpg,MAFwSXH_r_g"
2023-10-23-3:50:32,Event highlights of the Fit Factory gym grand opening,"CHECK OUT THE GRAND OPENING OF FIT FACTORY GYM! 🎉,WE HAD SO MUCH FUN 🤩,AND WE'RE SO EXCITED TO BE A PART OF THE COMMUNITY 🙌,WE'RE LOOKING FORWARD TO A GREAT YEAR 🚀","2.9s,3.9s,2.6s,2.6s",https://www.canva.com/design/DAFyC-yEFVo/5tY1usttQgpb_JU1oQHKhA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"1,15,2,0","VAFwSpO6j88/v/c013851634.jpg,MAFwSRvID9o,VAFwSl6GZgg/v/8b104d3b36.jpg,VAFwSrSLsgo/v/e0c36ea2a0.jpg"
2023-10-23-3:50:42,Highlight reel of our Thailand holiday,"CHECK OUT MY NEW GUITAR 🎸,I LOVE THE COLOR 💙,IT'S SO COMFORTABLE TO PLAY 🎸,I'M SO EXCITED TO START PLAYING IT 🎸,I CAN'T WAIT TO TAKE IT HOME 🎸","4.5s,4.0s,4.0s,4.0s,4.0s",https://www.canva.com/design/DAFyCyvm22k/OavEeO6PWObW_yWMKtxlGQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"14,6,3,9,15","MAFwSXKt9Tc,MAFwSXH_r_g,MAFwSbaXHrk,MAFwSbtzp2M,MAFwSRvID9o"
2023-10-23-3:50:55,Highlight reel of our Thailand holiday,"Here's a sneak peek at our Thailand holiday 🇹🇭,We had so much fun 🧜‍♀️,We can't wait to go back ✈️,We'll be posting more soon 👀","4.2s,2.4s,3.6s,3.6s",https://www.canva.com/design/DAFyC88vXss/gkwclM-66bqmlLsY03e7VA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"16,6,0,11","MAFwSdhAOQU,MAFwSXH_r_g,VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSejU_J4"
2023-10-23-3:51:2,Promotional video for Urban Roast coffee shop,"Urban Roast Coffee Shop ☕️,Come check out our new location! 🎸,We have a wide variety of coffee drinks to choose from ☕️,And we also have a great selection of pastries 🥐,So come on down and enjoy a cup of coffee and a pastry with us today! ☕️🥐","4.8s,4.4s,4.4s,2.2s,4.4s",https://www.canva.com/design/DAFyCzDqz3g/1V8o9rymZWMyZmulem7byw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"12,8,10,0,15","MAFwSa7SwrE,MAFwSZ2phx4,MAFwSXvFG8o,VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSRvID9o"
2023-10-23-3:51:10,The unique puppies we get at Barktown pet daycare,"CHECK OUT THESE UNIQUE PUPPIES AT BARKTOWN PET DAYCARE! 🐶,This little guy is a real rock star 🎸,And this one is a total diva 🎸,This one is a little bit more sophisticated 🎸,And this one is just plain adorable 🎸,Come on down to Barktown and meet all of our furry friends! 🐶","3.9s,4.8s,4.9s,4.9s,4.8s,3.6s",https://www.canva.com/design/DAFyCyQSe_M/w7wqmrMleoyDh8kjW6xFow/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"6,3,13,11,16,14","MAFwSXH_r_g,MAFwSbaXHrk,MAFwSVNFcRk,MAFwSejU_J4,MAFwSdhAOQU,MAFwSXKt9Tc"
2023-10-23-3:51:12,Highlight reel of our Thailand holiday,"CHECK OUT MY NEW GUITAR 🎸,I'm so excited to start playing it 🎶,I love the color 💙,And the sound 🎸,I can't wait to play it for you all 🎸,I'm going to be practicing all day 🎸,I can't wait to share my music with you all 🎶","4.3s,4.1s,4.1s,4.1s,4.1s,4.1s,4.1s",https://www.canva.com/design/DAFyC7k6s7c/hIiRDbXYTi_J8x7vhr4Rww/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"7,9,11,12,15,16,14","MAFwSdWwEpI,MAFwSbtzp2M,MAFwSejU_J4,MAFwSa7SwrE,MAFwSRvID9o,MAFwSdhAOQU,MAFwSXKt9Tc"
2023-10-23-3:51:28,Promotional video for Urban Roast coffee shop,"Urban Roast: The best place to grab a coffee and listen to some tunes 🎶,We have a wide variety of coffees to choose from, so you're sure to find something you love ☕️,And our staff is always friendly and welcoming 😊,So come on down and check us out! 🙌,We'll see you there! 👋","4.8s,4.4s,4.4s,2.2s,4.4s",https://www.canva.com/design/DAFyC_5zlbE/xJ4KuKBDFZqNb4tIjo86Sg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"15,4,5,0,3","MAFwSRvID9o,MAFwSUUy_ww,MAFwSd0KKog,VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSbaXHrk"
2023-10-23-3:51:36,Promotional video for Urban Roast coffee shop,"DO YOU LOVE MUSIC?,Then you'll love Urban Roast Coffee Shop!,We have a wide selection of guitars to choose from, so you're sure to find the perfect one for you.,And our coffee is out of this world!,Come on down and check us out today!,We're open seven days a week, from 7am to 7pm.,We can't wait to see you there!,Come on down and enjoy a cup of coffee and a slice of our delicious pie!,We'll see you soon!,Urban Roast Coffee Shop - Where the music is good and the coffee is even better!","4.8s,4.4s,4.4s,2.2s,4.4s,4.4s,4.4s,2.2s,4.4s,4.4s",https://www.canva.com/design/DAFyC0koyrM/EXUli1KipEisYfFcDVnLKA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"13,5,14,10,1,11,6,2,12,7","MAFwSVNFcRk,MAFwSd0KKog,MAFwSXKt9Tc,MAFwSXvFG8o,VAFwSpO6j88/v/c013851634.jpg,MAFwSejU_J4,MAFwSXH_r_g,VAFwSl6GZgg/v/8b104d3b36.jpg,MAFwSa7SwrE,MAFwSdWwEpI"
2023-10-23-3:51:43,Highlight reel of our Thailand holiday,"HIGHLIGHT REEL OF OUR THAILAND HOLIDAY 🇹🇭,We visited a guitar store 🎸,We bought this guitar 🎸,And we played it all over Thailand 🇹🇭,It was a great trip 🎸,We'll never forget it 🇹🇭","2.9s,4.0s,4.1s,4.1s,2.0s,4.1s",https://www.canva.com/design/DAFyC7L6bs0/wSRdMPyxjtuYzr3gMKNMtQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"15,2,14,3,0,13","MAFwSRvID9o,VAFwSl6GZgg/v/8b104d3b36.jpg,MAFwSXKt9Tc,MAFwSbaXHrk,VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSVNFcRk"
2023-10-23-3:51:47,"Get ready with me, corporate lawyer edition","WHAT'S UP, GUYS? IT'S TIME FOR A CORPORATE LAWYER GET READY WITH ME! 👩‍💼,I'M GOING TO SHOW YOU HOW I GET READY FOR A LONG DAY AT THE OFFICE 💼,I'LL START WITH MY MAKEUP 💄,AND THEN I'LL FINISH WITH MY HAIR 💇‍♀️","4.3s,3.6s,3.6s,3.7s",https://www.canva.com/design/DAFyC9ux96o/VLX1lBiTKPWU8NFpK2Pc5Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"16,8,9,15","MAFwSdhAOQU,MAFwSZ2phx4,MAFwSbtzp2M,MAFwSRvID9o"
2023-10-23-3:51:53,Happy 70th birthday video for Grandma,"HAPPY 70TH BIRTHDAY, GRANDMA! 🎉,I KNOW YOU'VE ALWAYS WANTED TO LEARN TO PLAY THE GUITAR, SO I GOT YOU THIS ONE 🎸,I HOPE YOU ENJOY IT! 🎶,I LOVE YOU, GRANDMA! 👵,HAPPY BIRTHDAY!","3.1s,5.2s,5.2s,5.2s,2.6s",https://www.canva.com/design/DAFyC3lt7qY/nB5hVEQutqYr8d8hcJ5gOA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"3,4,16,14,6","MAFwSbaXHrk,MAFwSUUy_ww,MAFwSdhAOQU,MAFwSXKt9Tc,MAFwSXH_r_g"
2023-10-23-3:52:12,The unique puppies we get at Barktown pet daycare,"CHECK OUT THIS UNIQUE GUITAR 🎸,We get all kinds of unique puppies at Barktown 🐶,Come see us for yourself 👀,We're open 7 days a week 🕔,We're located in the heart of downtown 🏙,We can't wait to meet you!","5.0s,4.7s,4.7s,4.7s,2.3s,4.7s",https://www.canva.com/design/DAFyC45_dyI/kdvvcgfSRM4OdLJbMRidbw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"6,3,7,15,12,1","MAFwSXH_r_g,MAFwSbaXHrk,MAFwSdWwEpI,MAFwSRvID9o,MAFwSa7SwrE,VAFwSpO6j88/v/c013851634.jpg"
2023-10-23-3:52:19,How to bake the perfect chocolate cake,"How to bake the perfect chocolate cake 🍰,Step 1: Preheat oven to 350 degrees F (175 degrees C),Step 2: In a large bowl, combine the flour, cocoa powder, baking powder, baking soda, and salt.,Step 3: In a medium bowl, whisk together the eggs, sugar, and vanilla extract. Add the dry ingredients to the wet ingredients and mix until just combined. Do not overmix! 🥧","3.5s,3.1s,3.1s,2.3s",https://www.canva.com/design/DAFyCzuo0JQ/-33TPiWKyLo51KZO6tPuzg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"5,12,15,0","MAFwSd0KKog,MAFwSa7SwrE,MAFwSRvID9o,VAFwSrSLsgo/v/e0c36ea2a0.jpg"
2023-10-23-3:52:28,Unboxing video for ActiveLink fitness tracker,"UNBOXING THE ACTIVELINK FITNESS TRACKER! ⌚️,Here's what's inside the box 📦,The ActiveLink fitness tracker is so sleek and stylish 😍,It's also super easy to use 👍,I love how it tracks my activity levels and sleep patterns 😴","5.1s,4.9s,4.8s,4.9s,4.8s",https://www.canva.com/design/DAFyC18r1aY/-_An_ZsTNcS_WC7E1gc-AQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"8,12,11,13,3","MAFwSZ2phx4,MAFwSa7SwrE,MAFwSejU_J4,MAFwSVNFcRk,MAFwSbaXHrk"
2023-10-23-3:52:34,Event highlights of the Fit Factory gym grand opening,"Fit Factory gym grand opening 🎉,Check out the new equipment! 🏋️,We have something for everyone 🎸,Come check us out today! 👋","2.9s,4.8s,4.2s,2.1s",https://www.canva.com/design/DAFyC2pj9qE/lGhnkN7MFVBrkXhXmo4bWw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ,"0,10,11,1","VAFwSrSLsgo/v/e0c36ea2a0.jpg,MAFwSXvFG8o,MAFwSejU_J4,VAFwSpO6j88/v/c013851634.jpg"
