RunDate, PropmtUsed, Output, Durations,  DesignURL, MediaSelected, MediaIDs
2023-12-04 11:16,Event highlights of the Fit Factory gym grand opening," ,The Fit Factory gym grand opening was a huge success! 🎉,We had a great turnout and everyone had a blast 🙌,The speakers were amazing and really motivated us to get fit 💪,We can't wait to see what the future holds for Fit Factory 🤞,If you're looking for a great place to get fit, come check out Fit Factory today! 🏋️‍♀️","4.8s,4.4s,4.4s,2.2s,2.2s",https://www.canva.com/design/DAF1-bOnENI/uEB4uOmDUZJgrDF7ZSyUuw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"35,11,9,74,24","MAFv13X3ibw,VAFv1wKB7lM/v/e05747adfd.jpg,VAFwQnuYl5o/v/eb881f0f7e.jpg,MAFv1x5yB2g,MAFv15CmJ3I"
2023-12-04 11:16,Promotional video for Urban Roast coffee shop," ,URBAN ROAST COFFEE SHOP ☕️,COMING SOON! 🎉,WE LOVE DOGS 🐶,WE'RE A FAMILY-FRIENDLY ESTABLISHMENT 👨‍👩‍👧‍👦,WE HAVE LIVE MUSIC EVERY WEEKEND 🎶,WE ONLY SERVE THE BEST COFFEE ☕️,COME CHECK US OUT! ☕️,C","2.5s,3.7s,3.7s,3.7s,5.0s,4.9s,4.5s,2.5s",https://www.canva.com/design/DAF1-VGLG90/6F3EzkkhO65k1F2KqY9ziQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"79,40,1,10,11,8,74,55","MAFv15RIQu4,MAFv10s98o0,VAFxq4GxClI/v/603583ebf4.jpg,MAFwMeex2sA,VAFv1wKB7lM/v/e05747adfd.jpg,MAFxkj1ifOw,MAFv1x5yB2g,VAFv12ust_0/p/78e10e5889.jpg"
2023-12-04 11:16,The unique puppies we get at Barktown pet daycare," ,We get all kinds of unique puppies at Barktown 🐶,FROM BIG AND FLUFFY TO SMALL AND CUTE, WE HAVE THEM ALL! 😍,WE LOVE TAKING CARE OF OUR FURRY FRIENDS 🥰,WE'RE HERE TO MAKE SURE THEY HAVE A FUN AND SAFE TIME WHILE THEIR OWNERS ARE AWAY 🦮,WE OFFER A VARIETY OF SERVICES TO MEET YOUR PET'S NEEDS 🛁,WE ALSO HAVE A GREAT TEAM OF EXPERIENCED STAFF WHO LOVE ANIMALS 🐶,SO IF YOU'RE LOOKING FOR A PLACE TO LEAVE YOUR FURRY FRIEND WHILE YOU'RE AWAY, BARKTOWN IS THE PERFECT PLACE FOR YOU! 🐶,WE'RE LOCATED IN THE HEART OF DOWNTOWN, SO YOU CAN EASILY DROP OFF AND PICK UP YOUR PET 🚗,WE'RE OPEN 24/7, SO YOU CAN DROP OFF YOUR PET AT ANY TIME 🕓","3.7s,4.1s,4.1s,2.0s,4.3s,5.0s,2.1s,2.1s,3.2s",https://www.canva.com/design/DAF1-aoNwUk/GAzdszqtL5X21s3EVcr98A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"58,10,74,24,23,11,50,45,77","VAFv1_Be1hw/v/bc90dd6660.jpg,MAFwMeex2sA,MAFv1x5yB2g,MAFv15CmJ3I,MAFv100M-6Y,VAFv1wKB7lM/v/e05747adfd.jpg,VAFv19m1opI/v/8b104d3b36.jpg,VAFv19GvDZw/v/af9c9966ab.jpg,MAFv1xQq9GQ"
2023-12-04 11:17,Unboxing video for ActiveLink fitness tracker," ,Introducing the ActiveLink fitness tracker! ⌚️,This tracker will help you track your activity, sleep, and heart rate 🏃‍♀️,It's also waterproof, so you can wear it swimming or in the shower 🏊‍♂️,And it comes with a free app that lets you track your progress and share it with friends 📲,So what are you waiting for? Order your ActiveLink fitness tracker today! 🛒,You won't regret it 😉,Happy tracking! 🎉","4.8s,2.2s,4.4s,2.2s,4.4s,2.2s,4.4s",https://www.canva.com/design/DAF1-SGFtk4/FEO3KBPvNv9xTJEzLFBaWQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"24,40,34,79,39,33,78","MAFv15CmJ3I,MAFv10s98o0,MAFv185NHJI,MAFv15RIQu4,MAFv18ja0C4,MAFv18JLljU,MAFv1z-TC_U"
2023-12-04 11:17,"Get ready with me, corporate lawyer edition"," ,What's your morning routine like? 🤔,I'm a corporate lawyer 👩‍⚖️,And this is my morning routine ☕️,What do you think? 🤔","3.1s,3.4s,2.6s,4.3s",https://www.canva.com/design/DAF1-YpY54s/VioOtuA7f27SplkembcT4A/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"72,32,75,20","MAFv11ZewwA,MAFv1wxJvRo,MAFv1wivLiY,VAFv14t7UJo/v/bfdd0af853.jpg"
2023-12-04 11:17,Highlight reel of our Thailand holiday," ,Highlight reel of our Thailand holiday 🇹🇭,We started our trip in Bangkok 🏙,We spent some time exploring the city 🛣️,We also visited some temples 🕍,And we took a cooking class 🧑‍🍳,We even made our own video 🎥,It was an amazing trip 🌈,We'll never forget it 🥰","3.7s,3.7s,2.5s,2.4s,3.7s,2.4s,4.9s,4.5s",https://www.canva.com/design/DAF1-dVvP2Y/c6-wFXWGKwvKqTyxFnP-hA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"67,72,44,20,14,31,58,1","MAFv11ta2H0,MAFv11ZewwA,VAFv16Nvr4M/v/8f191dc4e7.jpg,VAFv14t7UJo/v/bfdd0af853.jpg,MAFv11ARzX4,MAFv11EjNU0,VAFv1_Be1hw/v/bc90dd6660.jpg,VAFxq4GxClI/v/603583ebf4.jpg"
2023-12-04 11:17,How to bake the perfect chocolate cake," ,HOW TO BAKE THE PERFECT CHOCOLATE CAKE 🍰,Step 1: Gather your ingredients 📝,Step 2: Preheat your oven to 350 degrees 🌡️,Step 3: Mix together the dry ingredients 🥣,Step 4: Add the wet ingredients 💦,Step 5: Pour the batter into the cake pan 🎂,Step 6: Bake for 30 minutes ⏰","4.0s,2.4s,3.6s,2.4s,3.6s,3.7s,3.6s",https://www.canva.com/design/DAF1-TEU2OA/ceo04kdw2Hig0Cn08LkEpQ/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"60,24,38,19,48,15,71","VAFv180koO0/v/7af8b25ed2.jpg,MAFv15CmJ3I,MAFv1-OhuAU,VAFv1-p_DTQ/v/bfdd0af853.jpg,VAFv13WzSAg/v/de47aed2c4.jpg,MAFv1_CJB3w,MAFv1yfmtzY"
2023-12-04 11:18,Promotional video for Urban Roast coffee shop," ,ARE YOU TIRED OF THE SAME OLD COFFEE SHOP?,Then come on down to Urban Roast!,We have the best coffee in town ☕️,And the most amazing atmosphere 🌅,So come on by and experience the Urban Roast difference! 🚃,Urban Roast - The best coffee in town!","3.5s,4.1s,4.1s,4.1s,2.2s,2.9s",https://www.canva.com/design/DAF1-cxSDqo/6H5WUC-saNW9OZF8VME9Yg/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"27,63,0,59,10,79","MAFv1zAID84,MAFv17lTTes,VAFxrHiTIRI/v/956ecbb998.jpg,VAFv14UvLAQ/v/5c04ddfb26.jpg,MAFwMeex2sA,MAFv15RIQu4"
2023-12-04 11:18,Happy 70th birthday video for Grandma," ,Happy 70th birthday, Grandma! 🎉,You're the best grandma anyone could ask for 👵,I'm so lucky to have you in my life 🥰,I hope you enjoy this video I made for you 🎥,You're always there for me, no matter what 🫶,I love you more than words can say 💖,Thank you for always being there for me 😘,I'm so grateful for you 🤗,I'm so grateful for you 🤗,I love you, Grandma!","4.5s,4.0s,2.0s,4.0s,4.0s,4.0s,2.0s,4.0s,4.0s,3.1s",https://www.canva.com/design/DAF1-Q26Zwo/NFubpL1wUxIJK7M1zlNDLw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"63,5,30,65,20,46,45,36,76,27","MAFv17lTTes,VAFxq42fXyE/v/9e9216b0c2.jpg,MAFv19wNKSU,MAFv1yI3Ezg,VAFv14t7UJo/v/bfdd0af853.jpg,VAFv1_2dlzU/v/d3fc2c9688.jpg,VAFv19GvDZw/v/af9c9966ab.jpg,VAFv1zCJdIM/v/1714d03ec8.jpg,MAFv1_KN9RQ,MAFv1zAID84"
2023-12-04 11:18,Unboxing video for ActiveLink fitness tracker," ,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,THIS TRACKER IS PERFECT FOR TRACKING YOUR ACTIVITY, SLEEP, AND HEART RATE 🏃‍♀️,IT'S ALSO WATER-RESISTANT, SO YOU CAN WEAR IT FOR SWIMMING OR RUNNING IN THE RAIN 💦,AND IT COMES IN A VARIETY OF COLORS, SO YOU CAN FIND THE PERFECT ONE TO MATCH YOUR STYLE 💅,SO WHAT ARE YOU WAITING FOR? ORDER YOUR ACTIVELINK FITNESS TRACKER TODAY! 🎉,S,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️","2.5s,3.7s,3.7s,3.7s,5.0s,4.9s,4.5s,2.5s,4.0s,2.5s",https://www.canva.com/design/DAF1-bMkfWM/schquXVzeWs2etO_dPBsdw/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"11,23,12,54,0,79,49,35,29,57","VAFv1wKB7lM/v/e05747adfd.jpg,MAFv100M-6Y,MAFv1827GfA,MAFv17f6xSw,VAFxrHiTIRI/v/956ecbb998.jpg,MAFv15RIQu4,VAFv1wLdPXo/v/880a978893.jpg,MAFv13X3ibw,MAFv105mfpU,VAFv126JCSw/p/f9e6551991.jpg"
2023-12-04 11:18,"Get ready with me, corporate lawyer edition",FAILED!: Magic Design isn't available right now. Check Canva's status for more information.,empty; ,https://www.canva.com/design/DAF1-bZ-55A/9-0SebPooFCF-cQyUfJQ3g/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"10,68,1,76,4,30,65,23,64,49","MAFwMeex2sA,MAFv17HBhrM,VAFxq4GxClI/v/603583ebf4.jpg,MAFv1_KN9RQ,VAFxq5D00A0/v/ecd6d5b662.jpg,MAFv19wNKSU,MAFv1yI3Ezg,MAFv100M-6Y,MAFv1-V8MSE,VAFv1wLdPXo/v/880a978893.jpg"
2023-12-04 11:19,Happy 70th birthday video for Grandma," ,HAPPY 70TH BIRTHDAY GRANDMA! 🎂,I hope you have a wonderful day 🎉,We're all thinking of you 🥰,Love, your family and friends 😘","3.1s,2.6s,4.3s,3.4s",https://www.canva.com/design/DAF1-Qzpwy0/G9CHbCf68rn_GdpfSjOS-Q/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"1,15,17,41","VAFxq4GxClI/v/603583ebf4.jpg,MAFv1_CJB3w,MAFv148GmpM,VAFv18_IVUk/v/328f262a56.jpg"
2023-12-04 11:19,Unboxing video for ActiveLink fitness tracker," ,INTRODUCING THE ACTIVELINK FITNESS TRACKER! ⌚️,THIS TRACKER WILL TRACK YOUR STEPS, HEART RATE, AND SLEEP 🏃‍♀️,IT'S ALSO WATERPROOF, SO YOU CAN WEAR IT SWIMMING OR IN THE SHOWER 🏊‍♀️,AND IT'S SUPER STYLISH, SO YOU CAN WEAR IT WITH ANYTHING 😎","4.8s,4.4s,2.2s,4.4s",https://www.canva.com/design/DAF1-e1mUxQ/doUr0Pp-IVUx2d8I9nnGTA/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"54,31,73,59","MAFv17f6xSw,MAFv11EjNU0,MAFv178SVBs,VAFv14UvLAQ/v/5c04ddfb26.jpg"
2023-12-04 11:19,Promotional video for Urban Roast coffee shop, ,,https://www.canva.com/design/DAF1-Ze7-1w/8VKRQ14UqOK4QetUC2mY_w/edit?ui=eyJEIjp7IksiOnsiQiI6dHJ1ZX19LCJBIjp7IkIiOnsiQiI6dHJ1ZX19LCJHIjp7IkIiOnRydWV9fQ; slava+multiaudio@test.canva.com,"23,33,67,27,61,72,28,77,19,32","MAFv100M-6Y,MAFv18JLljU,MAFv11ta2H0,MAFv1zAID84,VAFv144O3KI/v/7d250ea94b.jpg,MAFv11ZewwA,MAFv11qg6Gc,MAFv1xQq9GQ,VAFv1-p_DTQ/v/bfdd0af853.jpg,MAFv1wxJvRo"
